%
% This is a file generated by the Open Source, Arc-Routing Library (OAR Lib).
% For more information on OAR Lib, or the format please visit: 
% https://github.com/Olibear/ArcRoutingLibrary 
%

================================
Format: OAR Lib
Graph Type:UNDIRECTED
Problem Type:TRUCK_AND_DRONE
Fleet Size (k):5
Number of Depots:SINGLE_DEPOT
Alpha:0.33
Drones Per Vehicle (l):4
Drone Flight Duration (t_drone):40
Truck Capacity (cap_truck):30
Depot ID(s) (d):45
N:100.0
M:134
================================

LINKS
Line Format:V1,V2,COST,REQUIRED
27,26,7,false
36,35,12,false
35,25,2,false
97,87,5,false
72,62,15,false
83,82,8,false
19,18,12,false
34,24,12,false
94,93,10,false
67,66,14,false
59,49,15,false
16,15,13,false
74,64,3,false
57,47,7,false
73,63,14,false
22,12,2,false
84,83,5,false
66,56,1,false
92,91,5,false
84,74,13,false
30,29,12,false
64,63,11,false
62,61,6,false
64,54,14,false
86,76,3,false
27,17,9,false
23,13,2,false
41,31,14,false
90,80,7,false
37,27,5,false
96,86,4,false
9,8,13,false
66,65,7,false
54,44,4,false
12,2,13,false
17,16,13,false
63,53,3,false
58,48,7,false
3,2,15,false
99,89,13,false
95,85,12,false
62,52,3,false
60,59,13,false
54,53,7,false
49,48,12,false
47,46,11,false
100,99,9,false
20,10,3,false
29,28,7,false
36,26,14,false
93,83,12,false
88,87,15,false
21,11,7,false
6,5,13,false
10,9,5,false
61,51,14,false
14,13,2,false
39,38,9,false
53,52,12,false
98,97,11,false
80,70,8,false
15,14,15,false
91,81,2,false
35,34,2,false
82,72,10,false
44,34,8,false
69,68,12,false
79,78,9,false
18,17,8,false
12,11,12,false
55,45,3,false
13,12,3,false
28,18,11,false
25,24,1,false
93,92,4,false
86,85,14,false
48,47,12,false
65,55,6,false
46,45,11,false
43,33,4,false
30,20,2,false
23,22,11,false
45,44,5,false
75,65,1,false
72,71,9,false
56,46,7,false
8,7,1,false
87,86,14,false
51,41,8,false
42,41,13,false
76,66,6,false
89,79,13,false
77,67,9,false
81,71,3,false
46,36,12,false
15,5,4,false
77,76,4,false
88,78,10,false
33,23,15,false
99,98,12,false
60,50,7,false
70,60,15,false
87,77,4,false
83,73,13,false
80,79,13,false
2,1,13,false
44,43,11,false
32,22,10,false
100,90,7,false
25,15,7,false
4,3,8,false
40,30,11,false
7,6,9,false
11,1,1,false
50,49,6,false
70,69,8,false
45,35,15,false
68,67,1,false
26,25,12,false
39,29,15,false
96,95,4,false
37,36,5,false
22,21,13,false
40,39,10,false
94,84,1,false
58,57,10,false
89,88,13,false
48,38,14,false
52,51,7,false
31,21,8,false
73,72,6,false
74,73,8,false
24,14,8,false
14,4,13,false
===========END LINKS============

VERTICES
Line Format:x,y
0.0,0.0
11.11111111111111,0.0
22.22222222222222,0.0
33.33333333333333,0.0
44.44444444444444,0.0
55.55555555555556,0.0
66.66666666666666,0.0
77.77777777777777,0.0
88.88888888888889,0.0
100.0,0.0
0.0,11.11111111111111
11.11111111111111,11.11111111111111
22.22222222222222,11.11111111111111
33.33333333333333,11.11111111111111
44.44444444444444,11.11111111111111
55.55555555555556,11.11111111111111
66.66666666666666,11.11111111111111
77.77777777777777,11.11111111111111
88.88888888888889,11.11111111111111
100.0,11.11111111111111
0.0,22.22222222222222
11.11111111111111,22.22222222222222
22.22222222222222,22.22222222222222
33.33333333333333,22.22222222222222
44.44444444444444,22.22222222222222
55.55555555555556,22.22222222222222
66.66666666666666,22.22222222222222
77.77777777777777,22.22222222222222
88.88888888888889,22.22222222222222
100.0,22.22222222222222
0.0,33.33333333333333
11.11111111111111,33.33333333333333
22.22222222222222,33.33333333333333
33.33333333333333,33.33333333333333
44.44444444444444,33.33333333333333
55.55555555555556,33.33333333333333
66.66666666666666,33.33333333333333
77.77777777777777,33.33333333333333
88.88888888888889,33.33333333333333
100.0,33.33333333333333
0.0,44.44444444444444
11.11111111111111,44.44444444444444
22.22222222222222,44.44444444444444
33.33333333333333,44.44444444444444
44.44444444444444,44.44444444444444
55.55555555555556,44.44444444444444
66.66666666666666,44.44444444444444
77.77777777777777,44.44444444444444
88.88888888888889,44.44444444444444
100.0,44.44444444444444
0.0,55.55555555555556
11.11111111111111,55.55555555555556
22.22222222222222,55.55555555555556
33.33333333333333,55.55555555555556
44.44444444444444,55.55555555555556
55.55555555555556,55.55555555555556
66.66666666666666,55.55555555555556
77.77777777777777,55.55555555555556
88.88888888888889,55.55555555555556
100.0,55.55555555555556
0.0,66.66666666666666
11.11111111111111,66.66666666666666
22.22222222222222,66.66666666666666
33.33333333333333,66.66666666666666
44.44444444444444,66.66666666666666
55.55555555555556,66.66666666666666
66.66666666666666,66.66666666666666
77.77777777777777,66.66666666666666
88.88888888888889,66.66666666666666
100.0,66.66666666666666
0.0,77.77777777777777
11.11111111111111,77.77777777777777
22.22222222222222,77.77777777777777
33.33333333333333,77.77777777777777
44.44444444444444,77.77777777777777
55.55555555555556,77.77777777777777
66.66666666666666,77.77777777777777
77.77777777777777,77.77777777777777
88.88888888888889,77.77777777777777
100.0,77.77777777777777
0.0,88.88888888888889
11.11111111111111,88.88888888888889
22.22222222222222,88.88888888888889
33.33333333333333,88.88888888888889
44.44444444444444,88.88888888888889
55.55555555555556,88.88888888888889
66.66666666666666,88.88888888888889
77.77777777777777,88.88888888888889
88.88888888888889,88.88888888888889
100.0,88.88888888888889
0.0,100.0
11.11111111111111,100.0
22.22222222222222,100.0
33.33333333333333,100.0
44.44444444444444,100.0
55.55555555555556,100.0
66.66666666666666,100.0
77.77777777777777,100.0
88.88888888888889,100.0
100.0,100.0
===========END VERTICES============
